order_id,order_date,customer_id,product_id,salesperson_id,region_id,quantity,unit_price,discount_pct,revenue,cost,gross_profit,order_status
2379,2023-08-02,15,11,1,6,4,189,0,756,520,236,Cancelled
2380,2023-01-27,26,6,9,4,4,459,0.1,1652.4,1280,372.4,Completed
2381,2024-04-03,1,20,10,7,2,289,0,578,398,180,Completed
2382,2024-04-27,28,2,4,4,5,999,0.05,4745.25,3500,1245.25,Returned
2383,2023-07-28,15,1,4,1,4,1399,0.05,5316.2,3800,1516.2,Cancelled
2384,2024-05-02,12,18,8,1,1,179,0.1,161.1,120,41.1,Completed
2385,2024-03-30,16,2,9,9,5,999,0.2,3996.0,3500,496.0,Cancelled
2386,2023-12-01,10,11,3,4,3,189,0.15,481.95,390,91.95,Completed
2387,2023-12-15,11,15,2,10,2,219,0,438,298,140,Completed
2388,2024-10-22,22,14,4,1,1,649,0,649,449,200,Returned
2389,2023-11-12,5,3,8,2,2,229,0,458,320,138,Completed
2390,2023-04-22,6,14,9,1,1,649,0.15,551.65,449,102.65,Completed
2391,2024-01-08,13,13,3,4,5,449,0.05,2132.75,1495,637.75,Completed
2392,2024-09-26,20,1,9,4,1,1399,0,1399,950,449,Completed
2393,2023-04-08,16,20,6,1,4,289,0.2,924.8,796,128.8,Completed
2394,2023-05-15,14,3,7,2,4,229,0.1,824.4,640,184.4,Completed
2395,2023-03-05,1,6,1,7,3,459,0,1377,960,417,Completed
2396,2024-04-29,11,8,1,8,3,59,0,177,114,63,Completed
2397,2023-01-20,19,8,9,6,4,59,0.05,224.2,152,72.2,Completed
2398,2023-05-12,3,19,5,5,5,79,0.05,375.25,275,100.25,Completed
2399,2024-01-07,9,1,7,2,3,1399,0.15,3567.45,2850,717.45,Completed
2400,2024-10-01,23,4,1,4,4,649,0.05,2466.2,1800,666.2,Completed
2401,2023-04-13,27,18,5,4,1,179,0.05,170.05,120,50.05,Completed
2402,2024-11-19,20,11,5,7,4,189,0,756,520,236,Completed
2403,2024-09-29,1,1,8,2,1,1399,0,1399,950,449,Returned
2404,2023-03-04,9,13,3,6,4,449,0.2,1436.8,1196,240.8,Completed
2405,2023-09-08,7,13,3,7,3,449,0.1,1212.3,897,315.3,Cancelled
2406,2023-07-08,5,8,7,4,2,59,0.05,112.1,76,36.1,Completed
2407,2024-11-21,14,12,5,4,2,109,0.15,185.3,150,35.3,Returned
2408,2023-09-20,16,10,10,9,5,159,0,795,550,245,Completed
2409,2024-06-19,20,16,3,5,1,419,0.05,398.05,280,118.05,Completed
2410,2023-01-27,4,6,6,9,1,459,0.2,367.2,320,47.2,Completed
2411,2023-08-03,18,13,1,9,2,449,0.05,853.1,598,255.1,Completed
2412,2023-04-12,27,6,1,3,1,459,0.1,413.1,320,93.1,Completed
2413,2023-02-11,5,2,8,1,3,999,0.1,2697.3,2100,597.3,Returned
2414,2023-04-22,16,6,5,1,4,459,0.1,1652.4,1280,372.4,Completed
2415,2024-10-17,1,18,6,6,4,179,0.15,608.6,480,128.6,Completed
2416,2024-01-05,13,5,6,9,4,129,0,516,360,156,Returned
2417,2024-03-31,7,2,3,5,4,999,0.1,3596.4,2800,796.4,Completed
2418,2023-05-07,3,12,5,6,4,109,0.15,370.6,300,70.6,Completed
2419,2024-07-01,22,11,8,4,2,189,0.15,321.3,260,61.3,Returned
2420,2023-01-01,23,12,7,1,1,109,0.05,103.55,75,28.55,Completed
2421,2024-08-13,13,13,4,5,3,449,0.05,1279.65,897,382.65,Cancelled
2422,2024-06-17,9,15,2,8,1,219,0.05,208.05,149,59.05,Returned
2423,2024-01-07,26,5,1,7,2,129,0,258,180,78,Completed
2424,2023-05-01,7,1,9,6,2,1399,0,2798,1900,898,Completed
2425,2024-11-13,29,10,10,4,4,159,0,636,440,196,Cancelled
2426,2023-07-19,28,20,3,4,1,289,0.05,274.55,199,75.55,Completed
2427,2023-11-11,26,2,7,9,1,999,0,999,700,299,Completed
2428,2024-01-08,21,12,7,7,2,109,0.15,185.3,150,35.3,Cancelled
2429,2023-03-05,27,3,2,2,1,229,0.1,206.1,160,46.1,Completed
2430,2024-04-13,2,2,4,3,2,999,0.1,1798.2,1400,398.2,Completed
2431,2024-02-17,13,18,1,5,4,179,0.2,572.8,480,92.8,Completed
2432,2024-04-28,11,3,5,2,2,229,0,458,320,138,Completed
2433,2024-11-28,8,3,4,4,4,229,0,916,640,276,Completed
2434,2024-09-11,15,6,5,6,2,459,0,918,640,278,Completed
2435,2024-02-08,20,5,8,6,2,129,0,258,180,78,Completed
2436,2023-09-15,2,14,9,7,2,649,0.2,1038.4,898,140.4,Completed
2437,2023-12-18,22,13,6,8,1,449,0.05,426.55,299,127.55,Returned
2438,2023-05-22,5,1,5,3,3,1399,0.05,3987.15,2850,1137.15,Completed
2439,2023-03-03,19,5,5,1,5,129,0.15,548.25,450,98.25,Completed
2440,2024-04-26,22,15,4,5,1,219,0,219,149,70,Completed
2441,2023-11-11,26,4,5,6,2,649,0,1298,900,398,Cancelled
2442,2023-03-21,29,18,2,7,5,179,0.05,850.25,600,250.25,Completed
2443,2024-05-25,27,5,3,8,5,129,0,645,450,195,Returned
2444,2023-01-05,3,4,3,9,2,649,0.15,1103.3,900,203.3,Cancelled
2445,2024-02-14,29,11,8,1,2,189,0.2,302.4,260,42.4,Completed
2446,2023-08-21,1,8,4,8,3,59,0.2,141.6,114,27.6,Completed
2447,2024-05-18,16,12,10,4,5,109,0.1,490.5,375,115.5,Completed
2448,2024-08-22,24,20,2,7,3,289,0,867,597,270,Completed
2449,2023-07-27,27,4,7,1,1,649,0.15,551.65,450,101.65,Returned
2450,2023-04-09,8,9,8,10,4,65,0,260,180,80,Completed
2451,2023-06-27,17,14,7,9,2,649,0.1,1168.2,898,270.2,Cancelled
2452,2024-10-13,5,12,1,9,5,109,0,545,375,170,Cancelled
2453,2023-06-19,29,15,3,6,5,219,0.05,1040.25,745,295.25,Completed
2454,2023-12-23,13,2,9,6,1,999,0,999,700,299,Completed
2455,2024-05-12,20,9,10,1,5,65,0,325,225,100,Completed
2456,2024-01-21,26,13,7,4,1,449,0.1,404.1,299,105.1,Completed
2457,2024-08-18,1,14,10,5,2,649,0,1298,898,400,Completed
2458,2024-05-08,26,20,5,9,2,289,0.2,462.4,398,64.4,Completed
2459,2024-08-28,12,15,10,4,3,219,0,657,447,210,Completed
2460,2024-11-10,9,7,3,6,2,849,0,1698,1160,538,Completed
2461,2023-01-06,29,14,1,6,3,649,0.15,1654.95,1347,307.95,Returned
2462,2024-03-09,6,19,8,8,3,79,0.05,225.15,165,60.15,Completed
2463,2023-07-28,17,17,5,4,5,119,0.1,535.5,425,110.5,Completed
2464,2024-09-17,9,5,6,4,3,129,0.2,309.6,270,39.6,Completed
2465,2023-08-13,19,19,7,9,4,79,0.1,284.4,220,64.4,Completed
2466,2024-03-25,5,15,5,10,2,219,0.05,416.1,298,118.1,Completed
2467,2024-11-27,4,15,4,7,5,219,0,1095,745,350,Completed
2468,2023-05-22,12,9,7,3,5,65,0.2,260.0,225,35.0,Completed
2469,2024-11-02,6,15,3,8,4,219,0,876,596,280,Completed
2470,2023-07-18,13,10,8,5,5,159,0.15,675.75,550,125.75,Returned
2471,2023-05-03,28,14,9,4,2,649,0,1298,898,400,Cancelled
2472,2024-06-27,21,3,10,5,2,229,0,458,320,138,Completed
2473,2023-05-04,13,7,8,4,3,849,0.05,2419.65,1740,679.65,Completed
2474,2024-08-22,15,15,10,4,2,219,0,438,298,140,Cancelled
2475,2024-11-18,19,14,5,7,2,649,0,1298,898,400,Completed
2476,2023-07-20,7,4,4,10,4,649,0.1,2336.4,1800,536.4,Completed
2477,2023-09-20,3,7,8,8,1,849,0.05,806.55,580,226.55,Completed
2478,2023-03-14,8,5,6,9,4,129,0,516,360,156,Completed
2479,2023-04-27,27,19,5,2,2,79,0,158,110,48,Returned
2480,2023-01-29,2,10,1,6,5,159,0,795,550,245,Cancelled
2481,2024-09-21,15,9,5,2,4,65,0,260,180,80,Returned
2482,2023-07-09,5,18,4,2,1,179,0.15,152.15,120,32.15,Completed
2483,2023-02-20,27,7,10,10,3,849,0.1,2292.3,1740,552.3,Completed
2484,2023-10-30,27,11,8,3,1,189,0.1,170.1,130,40.1,Completed
2485,2023-03-25,17,20,7,7,3,289,0.05,823.65,597,226.65,Returned
2486,2023-09-03,15,19,10,5,5,79,0.15,335.75,275,60.75,Completed
2487,2024-11-15,29,2,3,1,2,999,0.2,1598.4,1400,198.4,Cancelled
2488,2024-07-21,13,9,2,6,5,65,0.1,292.5,225,67.5,Completed
2489,2023-05-15,3,20,4,7,4,289,0,1156,796,360,Returned
2490,2023-08-06,30,17,2,3,3,119,0.15,303.45,255,48.45,Completed
2491,2024-04-14,24,18,7,3,1,179,0.15,152.15,120,32.15,Completed
2492,2023-03-17,8,11,10,6,2,189,0,378,260,118,Completed
2493,2023-12-08,4,5,1,1,4,129,0.15,438.6,360,78.6,Completed
2494,2023-06-28,10,20,8,6,2,289,0,578,398,180,Completed
2495,2024-08-26,10,18,10,10,5,179,0,895,600,295,Returned
2496,2024-11-28,7,2,2,6,5,999,0,4995,3500,1495,Returned
2497,2024-10-12,24,18,3,2,1,179,0.05,170.05,120,50.05,Completed
2498,2023-10-22,17,5,3,3,2,129,0.1,232.2,180,52.2,Cancelled
2499,2023-06-03,1,11,8,9,1,189,0.2,151.2,130,21.2,Returned
2500,2024-09-06,15,1,10,7,1,1399,0.15,1189.15,950,239.15,Completed
2501,2024-03-21,7,12,3,7,3,109,0,327,225,102,Cancelled
2502,2024-12-23,19,3,2,7,2,229,0,458,320,138,Completed
2503,2023-06-09,19,3,10,9,2,229,0.05,435.1,320,115.1,Returned
2504,2024-09-08,24,4,6,2,3,649,0,1947,1350,597,Completed
2505,2024-05-01,12,3,7,7,1,229,0,229,160,69,Completed
2506,2023-07-30,13,18,3,8,4,179,0.2,572.8,480,92.8,Completed
2507,2023-02-11,16,1,4,3,1,1399,0.05,1329.05,950,379.05,Completed
2508,2024-06-04,25,19,5,7,3,79,0.1,213.3,165,48.3,Completed
2509,2024-01-15,10,15,1,8,2,219,0.05,416.1,298,118.1,Completed
2510,2024-07-06,17,2,5,5,4,999,0,3996,2800,1196,Completed
2511,2023-08-12,15,18,7,10,1,179,0.05,170.05,120,50.05,Completed
2512,2024-07-08,19,14,6,2,3,649,0.05,1849.65,1347,502.65,Returned
2513,2024-10-24,23,3,6,5,1,229,0.2,183.2,160,23.2,Returned
2514,2023-02-12,18,14,1,2,3,649,0.2,1557.6,1347,210.6,Completed
2515,2023-12-26,10,19,1,10,5,79,0.15,335.75,275,60.75,Completed
2516,2024-12-15,20,3,6,10,1,229,0,229,160,69,Completed
2517,2023-01-03,29,16,2,6,2,419,0.15,712.3,560,152.3,Completed
2518,2024-04-30,20,11,9,5,4,189,0,756,520,236,Completed
2519,2023-12-13,10,6,4,10,2,459,0,918,640,278,Completed
2520,2024-11-30,4,7,2,1,3,849,0.05,2419.65,1740,679.65,Completed
2521,2023-01-26,7,12,4,2,5,109,0,545,375,170,Completed
2522,2023-10-26,1,15,4,9,5,219,0,1095,745,350,Cancelled
2523,2024-08-30,29,15,6,7,3,219,0,657,447,210,Returned
2524,2024-12-06,23,4,6,6,5,649,0.15,2758.25,2250,508.25,Completed
2525,2023-10-17,17,19,5,6,1,79,0,79,55,24,Completed
2526,2023-05-08,5,7,4,6,5,849,0,4245,2900,1345,Returned
2527,2024-07-15,18,9,6,8,5,65,0.15,276.25,225,51.25,Cancelled
2528,2023-03-15,26,2,1,2,1,999,0,999,700,299,Cancelled
2529,2023-07-20,28,16,10,5,5,419,0.15,1780.75,1400,380.75,Returned
2530,2023-10-11,9,2,10,2,2,999,0.1,1798.2,1400,398.2,Completed
2531,2023-03-15,5,8,3,1,3,59,0.15,150.45,114,36.45,Completed
2532,2023-11-09,7,5,5,9,5,129,0,645,450,195,Completed
2533,2024-10-15,30,19,2,8,1,79,0.15,67.15,55,12.15,Completed
2534,2023-09-06,9,1,3,5,5,1399,0,6995,4750,2245,Completed
2535,2023-07-18,3,5,3,7,1,129,0.1,116.1,90,26.1,Completed
2536,2024-05-19,10,13,7,9,4,449,0,1796,1196,600,Completed
2537,2023-10-12,20,15,3,10,4,219,0,876,596,280,Completed
2538,2023-12-07,22,15,9,9,5,219,0,1095,745,350,Cancelled
2539,2023-07-09,13,11,9,4,4,189,0.2,604.8,520,84.8,Completed
2540,2023-07-12,30,16,5,8,5,419,0.05,1990.25,1400,590.25,Completed
2541,2024-10-14,18,11,7,8,5,189,0.1,850.5,650,200.5,Completed
2542,2024-11-11,9,4,4,8,5,649,0.2,2596.0,2250,346.0,Completed
2543,2023-02-04,4,20,2,2,5,289,0.15,1228.25,995,233.25,Completed
2544,2023-03-08,12,18,9,4,5,179,0.05,850.25,600,250.25,Cancelled
2545,2024-08-25,10,13,7,3,5,449,0.2,1796.0,1495,301.0,Cancelled
2546,2023-10-14,25,2,7,9,2,999,0,1998,1400,598,Completed
2547,2023-01-24,8,10,2,3,5,159,0,795,550,245,Cancelled
2548,2023-02-02,22,3,5,10,1,229,0,229,160,69,Completed
2549,2024-12-22,16,17,9,8,1,119,0.15,101.15,85,16.15,Cancelled
2550,2024-06-05,8,15,9,7,1,219,0.05,208.05,149,59.05,Completed
2551,2023-06-16,9,13,8,6,2,449,0.05,853.1,598,255.1,Completed
2552,2023-10-04,22,9,5,5,1,65,0,65,45,20,Completed
2553,2023-08-22,27,4,9,2,2,649,0.05,1233.1,900,333.1,Completed
2554,2023-04-11,18,2,6,3,1,999,0.15,849.15,700,149.15,Returned
2555,2023-05-19,30,5,4,5,3,129,0.05,367.65,270,97.65,Cancelled
2556,2023-08-10,23,11,1,2,4,189,0.15,642.6,520,122.6,Completed
2557,2024-05-10,15,4,7,9,5,649,0,3245,2250,995,Completed
2558,2024-01-09,16,14,5,4,5,649,0.15,2758.25,2245,513.25,Completed
2559,2023-05-17,13,2,7,3,1,999,0.05,949.05,700,249.05,Completed
2560,2023-06-19,19,16,2,8,2,419,0.1,754.2,560,194.2,Cancelled
2561,2023-10-17,7,19,1,9,5,79,0.2,316.0,275,41.0,Completed
2562,2024-06-23,14,17,4,7,4,119,0.05,452.2,340,112.2,Returned
2563,2024-02-21,30,12,10,6,5,109,0,545,375,170,Returned
2564,2024-11-30,19,17,1,5,2,119,0.05,226.1,170,56.1,Cancelled
2565,2023-12-30,7,16,4,4,5,419,0.1,1885.5,1400,485.5,Completed
2566,2023-05-06,9,17,2,8,5,119,0,595,425,170,Cancelled
2567,2024-09-15,22,19,8,5,3,79,0,237,165,72,Completed
2568,2023-07-08,21,3,8,2,3,229,0.05,652.65,480,172.65,Completed
2569,2024-02-02,27,9,6,10,4,65,0.05,247.0,180,67.0,Completed
2570,2024-08-15,22,20,8,9,2,289,0.15,491.3,398,93.3,Completed
2571,2024-04-22,30,20,8,7,1,289,0.2,231.2,199,32.2,Completed
2572,2023-12-02,23,15,3,3,5,219,0,1095,745,350,Cancelled
2573,2023-07-24,26,1,6,6,1,1399,0.05,1329.05,950,379.05,Completed
2574,2024-10-12,28,7,3,10,1,849,0.05,806.55,580,226.55,Returned
2575,2023-11-22,11,2,9,2,4,999,0,3996,2800,1196,Completed
2576,2024-05-30,2,18,4,7,1,179,0.05,170.05,120,50.05,Completed
2577,2024-11-28,12,16,10,9,2,419,0,838,560,278,Returned
2578,2023-03-16,28,9,7,7,1,65,0.2,52.0,45,7.0,Completed
2579,2024-11-18,4,14,5,5,4,649,0.05,2466.2,1796,670.2,Completed
2580,2024-06-13,5,20,1,5,5,289,0.15,1228.25,995,233.25,Returned
2581,2023-01-30,24,6,3,3,3,459,0,1377,960,417,Completed
2582,2024-01-05,7,5,3,10,2,129,0.05,245.1,180,65.1,Cancelled
2583,2024-02-07,7,16,8,6,5,419,0,2095,1400,695,Completed
2584,2023-01-21,30,1,6,1,2,1399,0,2798,1900,898,Cancelled
2585,2024-06-04,27,19,2,6,5,79,0.05,375.25,275,100.25,Cancelled
2586,2023-12-19,22,16,8,9,1,419,0,419,280,139,Cancelled
2587,2024-04-05,28,10,5,2,4,159,0.05,604.2,440,164.2,Returned
2588,2024-12-02,12,20,6,2,3,289,0.15,736.95,597,139.95,Returned
2589,2024-12-26,5,13,1,4,1,449,0.1,404.1,299,105.1,Completed
2590,2024-12-20,10,17,4,1,5,119,0.15,505.75,425,80.75,Completed
2591,2023-07-31,26,16,4,7,5,419,0,2095,1400,695,Cancelled
2592,2023-10-17,14,12,1,3,3,109,0,327,225,102,Completed
2593,2024-06-30,10,9,1,6,4,65,0.05,247.0,180,67.0,Completed
2594,2024-08-29,3,7,4,3,4,849,0.2,2716.8,2320,396.8,Completed
2595,2023-05-25,1,19,5,10,2,79,0.15,134.3,110,24.3,Returned
2596,2024-11-10,12,3,8,7,4,229,0.2,732.8,640,92.8,Completed
2597,2023-11-09,16,19,1,6,5,79,0.2,316.0,275,41.0,Completed
2598,2024-09-15,9,8,10,10,1,59,0.05,56.05,38,18.05,Returned
2599,2024-09-18,21,14,10,10,2,649,0,1298,898,400,Completed
2600,2023-11-20,21,11,1,3,5,189,0.2,756.0,650,106.0,Completed
2601,2024-03-29,16,18,8,5,2,179,0.05,340.1,240,100.1,Cancelled
2602,2024-12-07,11,16,10,6,4,419,0,1676,1120,556,Completed
2603,2024-09-20,28,11,4,4,4,189,0.2,604.8,520,84.8,Cancelled
2604,2024-11-25,29,7,3,5,4,849,0.1,3056.4,2320,736.4,Cancelled
2605,2023-02-25,2,20,9,3,1,289,0,289,199,90,Completed
2606,2024-05-19,27,4,7,8,5,649,0,3245,2250,995,Cancelled
2607,2023-05-01,7,13,4,7,1,449,0.1,404.1,299,105.1,Returned
2608,2023-08-08,28,5,4,2,3,129,0.05,367.65,270,97.65,Cancelled
2609,2023-12-29,3,20,3,7,3,289,0.2,693.6,597,96.6,Returned
2610,2024-02-28,16,5,7,8,4,129,0,516,360,156,Completed
2611,2024-04-03,23,13,7,6,2,449,0.2,718.4,598,120.4,Completed
2612,2023-02-21,11,18,1,8,5,179,0,895,600,295,Completed
2613,2023-07-29,16,14,3,8,1,649,0.1,584.1,449,135.1,Completed
2614,2024-02-12,9,13,1,9,2,449,0.05,853.1,598,255.1,Cancelled
2615,2024-10-12,1,2,3,8,4,999,0.05,3796.2,2800,996.2,Completed
2616,2023-03-20,29,19,4,3,1,79,0.1,71.1,55,16.1,Completed
2617,2024-04-19,11,12,4,8,3,109,0.05,310.65,225,85.65,Cancelled
2618,2023-03-04,15,17,10,4,2,119,0.15,202.3,170,32.3,Completed
2619,2023-10-21,1,5,2,6,5,129,0,645,450,195,Returned
2620,2023-02-28,7,11,5,2,2,189,0.2,302.4,260,42.4,Completed
2621,2023-02-03,2,2,4,3,1,999,0,999,700,299,Returned
2622,2024-02-12,3,15,2,3,3,219,0.05,624.15,447,177.15,Completed
2623,2024-03-24,8,19,3,2,4,79,0.05,300.2,220,80.2,Completed
2624,2024-08-10,16,8,6,9,5,59,0.2,236.0,190,46.0,Completed
2625,2024-02-06,20,16,3,8,5,419,0.1,1885.5,1400,485.5,Completed
2626,2024-09-09,10,14,9,8,5,649,0.15,2758.25,2245,513.25,Completed
2627,2023-04-21,8,10,6,5,2,159,0.2,254.4,220,34.4,Completed
2628,2024-06-29,1,7,6,8,4,849,0,3396,2320,1076,Completed
2629,2023-04-02,26,15,6,7,3,219,0,657,447,210,Cancelled
2630,2023-11-14,9,8,1,7,1,59,0,59,38,21,Completed
2631,2024-10-25,20,10,2,7,3,159,0.1,429.3,330,99.3,Completed
2632,2024-06-15,13,2,7,8,2,999,0,1998,1400,598,Completed
2633,2024-04-04,7,11,2,5,4,189,0.15,642.6,520,122.6,Cancelled
2634,2023-10-20,2,13,4,1,1,449,0.15,381.65,299,82.65,Completed
2635,2023-05-13,29,15,5,10,2,219,0.15,372.3,298,74.3,Cancelled
2636,2023-02-15,22,15,6,9,2,219,0.05,416.1,298,118.1,Completed
2637,2023-01-24,29,3,2,2,2,229,0.2,366.4,320,46.4,Cancelled
2638,2024-03-04,17,12,4,8,2,109,0.2,174.4,150,24.4,Completed
2639,2024-12-19,10,15,3,9,4,219,0,876,596,280,Cancelled
2640,2024-08-01,22,3,6,8,1,229,0.05,217.55,160,57.55,Returned
2641,2024-12-17,3,5,2,7,2,129,0.2,206.4,180,26.4,Completed
2642,2024-01-26,28,1,3,2,5,1399,0.05,6645.25,4750,1895.25,Completed
2643,2024-07-19,1,6,5,2,4,459,0.15,1560.6,1280,280.6,Returned
2644,2024-06-23,2,11,5,2,4,189,0,756,520,236,Returned
2645,2023-12-28,24,9,10,4,3,65,0.2,156.0,135,21.0,Completed
2646,2024-01-23,29,2,6,6,3,999,0.1,2697.3,2100,597.3,Completed
2647,2024-05-17,26,20,6,9,2,289,0,578,398,180,Returned
2648,2024-03-11,19,8,4,2,5,59,0.05,280.25,190,90.25,Returned
2649,2024-10-07,28,9,9,10,1,65,0.15,55.25,45,10.25,Returned
2650,2023-06-18,14,18,8,9,2,179,0.15,304.3,240,64.3,Completed
2651,2024-12-01,25,7,7,6,4,849,0,3396,2320,1076,Completed
2652,2024-07-22,10,10,5,3,5,159,0,795,550,245,Completed
2653,2023-11-17,16,19,1,10,4,79,0,316,220,96,Completed
2654,2023-10-19,21,1,3,6,4,1399,0.05,5316.2,3800,1516.2,Completed
2655,2024-10-25,15,8,5,2,2,59,0.2,94.4,76,18.4,Completed
2656,2024-07-17,3,10,2,1,3,159,0.05,453.15,330,123.15,Completed
2657,2023-08-09,27,1,7,10,4,1399,0.05,5316.2,3800,1516.2,Completed
2658,2023-07-16,8,13,2,10,2,449,0,898,598,300,Returned
2659,2023-08-03,21,6,3,9,4,459,0,1836,1280,556,Completed
2660,2024-07-01,22,4,1,4,5,649,0.05,3082.75,2250,832.75,Completed
2661,2024-10-22,23,6,6,8,4,459,0.2,1468.8,1280,188.8,Completed
2662,2024-05-18,11,3,1,3,5,229,0.15,973.25,800,173.25,Returned
2663,2024-03-15,7,5,2,8,4,129,0.15,438.6,360,78.6,Completed
2664,2024-03-07,13,17,6,7,1,119,0.15,101.15,85,16.15,Completed
2665,2023-06-03,23,18,4,3,1,179,0,179,120,59,Completed
2666,2023-07-24,18,2,8,7,2,999,0,1998,1400,598,Cancelled
2667,2023-02-22,29,8,5,5,3,59,0.1,159.3,114,45.3,Cancelled
2668,2023-06-09,19,7,9,9,2,849,0,1698,1160,538,Completed
2669,2023-04-16,24,9,1,9,4,65,0,260,180,80,Completed
2670,2023-08-04,8,3,8,9,4,229,0,916,640,276,Completed
2671,2023-09-26,22,1,7,9,4,1399,0,5596,3800,1796,Cancelled
2672,2024-01-30,12,11,3,9,2,189,0,378,260,118,Completed
2673,2023-09-29,1,20,9,3,1,289,0.15,245.65,199,46.65,Completed
2674,2024-07-19,21,15,1,6,1,219,0.05,208.05,149,59.05,Returned
2675,2023-03-29,3,17,2,3,1,119,0,119,85,34,Cancelled
2676,2023-02-18,11,3,5,4,4,229,0.15,778.6,640,138.6,Completed
2677,2023-12-16,27,13,2,3,5,449,0.1,2020.5,1495,525.5,Cancelled
2678,2024-01-04,20,8,2,9,2,59,0.15,100.3,76,24.3,Completed
2679,2023-12-13,2,5,2,2,4,129,0.15,438.6,360,78.6,Completed
2680,2024-02-20,28,20,8,10,2,289,0,578,398,180,Completed
2681,2024-10-13,14,17,5,4,5,119,0.1,535.5,425,110.5,Completed
2682,2023-12-09,8,3,9,3,5,229,0.15,973.25,800,173.25,Completed
2683,2023-08-23,20,3,2,1,2,229,0.05,435.1,320,115.1,Cancelled
2684,2023-06-05,15,17,4,1,5,119,0.1,535.5,425,110.5,Completed
2685,2024-11-03,20,3,10,10,2,229,0,458,320,138,Completed
2686,2023-04-12,9,9,1,8,1,65,0.2,52.0,45,7.0,Completed
2687,2023-11-08,17,20,4,7,5,289,0,1445,995,450,Completed
2688,2024-08-29,14,15,10,5,4,219,0,876,596,280,Returned
2689,2024-10-02,22,15,6,10,2,219,0.05,416.1,298,118.1,Completed
2690,2024-09-08,25,17,2,1,4,119,0.05,452.2,340,112.2,Cancelled
2691,2024-09-18,16,17,5,3,1,119,0.15,101.15,85,16.15,Completed
2692,2024-05-21,7,9,6,1,1,65,0.15,55.25,45,10.25,Cancelled
2693,2024-05-30,6,4,9,5,2,649,0.2,1038.4,900,138.4,Cancelled
2694,2023-03-01,4,9,2,5,4,65,0.2,208.0,180,28.0,Returned
2695,2024-01-13,14,16,9,4,2,419,0.2,670.4,560,110.4,Returned
2696,2023-12-26,6,10,10,4,1,159,0.1,143.1,110,33.1,Returned
2697,2024-11-29,22,3,9,1,3,229,0.2,549.6,480,69.6,Completed
2698,2024-09-25,14,12,10,5,1,109,0.05,103.55,75,28.55,Completed
2699,2023-04-23,12,19,3,10,4,79,0.2,252.8,220,32.8,Completed
2700,2023-08-30,16,13,7,9,1,449,0.1,404.1,299,105.1,Completed
2701,2023-10-12,2,14,10,2,5,649,0.15,2758.25,2245,513.25,Completed
2702,2024-11-06,22,7,2,2,2,849,0.05,1613.1,1160,453.1,Completed
2703,2024-08-27,9,3,1,3,2,229,0,458,320,138,Returned
2704,2023-08-17,29,9,2,9,3,65,0,195,135,60,Cancelled
2705,2023-05-30,19,13,1,7,4,449,0.15,1526.6,1196,330.6,Completed
2706,2023-04-12,28,5,5,4,1,129,0,129,90,39,Completed
2707,2024-11-14,3,19,5,5,2,79,0,158,110,48,Returned
2708,2023-10-14,23,2,8,8,5,999,0,4995,3500,1495,Completed
2709,2024-07-25,11,13,4,9,4,449,0.05,1706.2,1196,510.2,Completed
2710,2024-07-09,3,6,5,1,2,459,0.05,872.1,640,232.1,Completed
2711,2023-05-12,19,15,10,5,2,219,0.15,372.3,298,74.3,Completed
2712,2023-06-12,9,12,4,9,1,109,0.05,103.55,75,28.55,Completed
2713,2024-03-17,20,5,6,9,2,129,0.1,232.2,180,52.2,Completed
2714,2023-10-26,15,16,2,1,1,419,0,419,280,139,Returned
2715,2023-06-03,20,9,4,3,3,65,0.05,185.25,135,50.25,Completed
2716,2024-08-26,20,3,4,7,2,229,0.05,435.1,320,115.1,Completed
2717,2024-04-03,8,15,2,8,2,219,0.05,416.1,298,118.1,Completed
2718,2024-07-09,8,5,2,1,1,129,0,129,90,39,Completed
2719,2023-03-24,1,19,5,9,2,79,0.15,134.3,110,24.3,Completed
2720,2024-08-05,14,10,1,9,5,159,0.2,636.0,550,86.0,Cancelled
2721,2024-10-17,26,2,6,3,5,999,0,4995,3500,1495,Completed
2722,2024-07-07,16,12,3,9,4,109,0.1,392.4,300,92.4,Completed
2723,2023-01-13,15,14,5,10,4,649,0,2596,1796,800,Completed
2724,2023-09-02,10,19,1,6,1,79,0.15,67.15,55,12.15,Completed
2725,2024-04-24,29,2,8,7,3,999,0.1,2697.3,2100,597.3,Completed
2726,2023-03-20,11,7,2,6,4,849,0,3396,2320,1076,Completed
2727,2023-01-10,13,6,3,4,5,459,0.05,2180.25,1600,580.25,Cancelled
2728,2023-08-30,16,15,9,3,5,219,0.15,930.75,745,185.75,Returned
2729,2024-03-28,16,18,7,6,1,179,0,179,120,59,Returned
2730,2024-12-13,28,16,1,8,4,419,0,1676,1120,556,Cancelled
2731,2024-08-08,14,20,10,1,3,289,0.05,823.65,597,226.65,Completed
2732,2024-06-23,15,6,8,8,5,459,0,2295,1600,695,Returned
2733,2024-12-01,4,15,2,2,1,219,0.1,197.1,149,48.1,Returned
2734,2023-05-19,21,9,3,9,4,65,0.15,221.0,180,41.0,Completed
2735,2023-04-14,11,19,8,8,3,79,0,237,165,72,Completed
2736,2023-02-08,29,10,1,2,2,159,0.2,254.4,220,34.4,Completed
2737,2023-07-24,20,3,10,1,5,229,0,1145,800,345,Completed
